bangla,classes
সবকিছু ঠিক থাকার পরও সবদিন সব ঠিক লাগে না হুট করে সব অর্থহীন লাগে  আসরের পর থেকে মাগরিব সময়টাতেই এমন লাগে অবনীর ,sadness
সবকিছুই কেমন একটা বানানো বা মেকি মনে হয়  মা এর মত কষ্ট ও কেউ বুঝে না  কেউ বারবার ফোন দিয়ে আর বলে না    বাবা  মন খারাপ করে থাকিস না    সবাই নিজের স্বার্থ নিয়ে যার মত ব্যাস্ত ,sadness
সবগুলা চোদনা একত্র হইছে শালা মুডের মুগডাল বানাইয়া দিছে  ,anger
সবগুলো রে জুতার মালা দিয়ে সংবর্ধনা  দেওয়া হোক,anger
সবচেয়ে আশ্চর্যের কথা হচ্ছে যে ঘটনার রাতে ঐ গ্রামের একটা কবর থেকে একটা লাশ চুরি হয়েছিল  যার খবর আজ পর্যন্ত কেউ পায় নাই ,surprise
সবচেয়ে বড় সন্ত্রাসী তো তারা যারা ভিডিও করতে পারছে দর্শক হিসেবে ঐখানে উপভোগ করছে কিন্তু একবারের জন্য হত্যাকারীদের বিরুদ্ধে রুখে দাড়াতে পারে নি  ,anger
সবচেয়ে ভয়ংকর ব্যাপারটা হচ্ছে মৃত বাচ্চাটি সিটের উপর দাড়িয়ে তাদের দিকে মুচকি হাসছে এবং বাচ্চাটির চোখের মনি নেই  ,fear
সবচেয়ে ভয়াল হচ্ছে  কোন কিছু ঘটছে না নির্দিষ্ট দৃশ্যে  কিন্তু আপনি তবু ভয় পাবেন ,fear
সবচেয়ে বড় ধোকাবাজিটা করে ইমার্জেন্সিতে দাড়ি ও টুপি ওয়ালা কিছু লেবাস ধারি ডাক্তার বসিয়ে  মানুষের  নিয়ে খেলা করে ওরা  মিথ্যা নাটক সাজিয়ে লাইফ সাপোর্টে দিয়ে দেয়ার চেষ্টার মত জঘন্য অপরাধের বিচার কি হবে ,disgust
সবচেয়ে বড় ভয় হচ্ছে চিতার  বনে হরিণ শিকার করতে না পারলে গ্রামের দিকে আসে চিতারা ,fear
"সবচেয়ে বড় মুনাফিক সে বলেছিল সৌদিয়া নতুন ইউরোপ জুয়া এখন বৈধ বোরকা ছাড়া নারী চলাফেরা বৈধ
",disgust
সবচেয়ে বড় সমস্যা আমাদের সমাজ  ছেলের ফলাফল খারাপ  পাশের বাসার ভাবি এসে বলবে  জানেন আমার ছেলে জিপিএ  পেয়েছে  অফিসে কলিগরা বলবে কেমন বাবা তুমি  ছেলে মেয়ের পড়া লেখার খোজ নাও না ,anger
